10.237.1.238 - - [07/Feb/2022:07:15:44 +0000] "GET / HTTP/1.1" 200 8097 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0"
192.168.131.215 - - [07/Feb/2022:07:15:45 +0000] "POST /wp-cron.php?doing_wp_cron=1644218145.9462940692901611328125 HTTP/1.1" 200 150 "-" "WordPress/5.9; https://intranet.mannsmith.harrison.com"
10.237.1.238 - - [07/Feb/2022:07:15:46 +0000] "GET /wp-includes/css/dist/block-library/style.min.css?ver=5.9 HTTP/1.1" 200 11229 "http://intranet.mannsmith.harrison.com/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0"
10.237.1.238 - - [07/Feb/2022:07:15:46 +0000] "GET /wp-content/themes/go/dist/css/design-styles/style-traditional.min.css?ver=1.5.3 HTTP/1.1" 200 1412 "http://intranet.mannsmith.harrison.com/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0"
10.237.1.238 - - [07/Feb/2022:07:15:46 +0000] "GET /wp-content/themes/go/dist/js/frontend.min.js?ver=1.5.3 HTTP/1.1" 200 2916 "http://intranet.mannsmith.harrison.com/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0"
10.237.1.238 - - [07/Feb/2022:07:15:46 +0000] "GET /wp-includes/js/wp-emoji-release.min.js?ver=5.9 HTTP/1.1" 200 5266 "http://intranet.mannsmith.harrison.com/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0"
10.237.1.238 - - [07/Feb/2022:07:15:46 +0000] "GET /wp-content/themes/go/dist/css/style-shared.min.css?ver=1.5.3 HTTP/1.1" 200 23204 "http://intranet.mannsmith.harrison.com/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0"
10.237.1.238 - - [07/Feb/2022:07:15:46 +0000] "GET /favicon.ico HTTP/1.1" 404 396 "http://intranet.mannsmith.harrison.com/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0"
10.237.1.238 - - [07/Feb/2022:07:19:08 +0000] "GET /?p=5 HTTP/1.1" 200 46388 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0"
10.237.1.238 - - [07/Feb/2022:07:19:08 +0000] "GET /wp-includes/css/dist/block-library/style.min.css?ver=5.9 HTTP/1.1" 200 11317 "https://intranet.mannsmith.harrison.com/?p=5" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0"
10.237.1.238 - - [07/Feb/2022:07:19:09 +0000] "GET /wp-content/plugins/wpdiscuz/themes/default/style.css?ver=7.0.4 HTTP/1.1" 200 19726 "https://intranet.mannsmith.harrison.com/?p=5" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0"
10.237.1.238 - - [07/Feb/2022:07:19:09 +0000] "GET /wp-content/plugins/wpdiscuz/assets/third-party/font-awesome-5.13.0/css/fa.min.css?ver=7.0.4 HTTP/1.1" 200 2888 "https://intranet.mannsmith.harrison.com/?p=5" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0"
10.237.1.238 - - [07/Feb/2022:07:19:09 +0000] "GET /wp-content/plugins/wpdiscuz/assets/css/wpdiscuz-combo.min.css?ver=5.9 HTTP/1.1" 200 7375 "https://intranet.mannsmith.harrison.com/?p=5" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0"
10.237.1.238 - - [07/Feb/2022:07:19:09 +0000] "GET /wp-includes/js/wp-emoji-release.min.js?ver=5.9 HTTP/1.1" 200 5331 "https://intranet.mannsmith.harrison.com/?p=5" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0"
10.237.1.238 - - [07/Feb/2022:07:19:09 +0000] "GET /wp-includes/js/jquery/jquery.min.js?ver=3.6.0 HTTP/1.1" 200 31953 "https://intranet.mannsmith.harrison.com/?p=5" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0"
10.237.1.238 - - [07/Feb/2022:07:19:09 +0000] "GET /wp-content/themes/go/dist/css/design-styles/style-traditional.min.css?ver=1.5.3 HTTP/1.1" 200 2009 "https://intranet.mannsmith.harrison.com/?p=5" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0"
10.237.1.238 - - [07/Feb/2022:07:19:09 +0000] "GET /wp-includes/js/comment-reply.min.js?ver=5.9 HTTP/1.1" 200 1701 "https://intranet.mannsmith.harrison.com/?p=5" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0"
10.237.1.238 - - [07/Feb/2022:07:19:09 +0000] "GET /wp-content/themes/go/dist/js/frontend.min.js?ver=1.5.3 HTTP/1.1" 200 2981 "https://intranet.mannsmith.harrison.com/?p=5" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0"
10.237.1.238 - - [07/Feb/2022:07:19:09 +0000] "GET /wp-content/themes/go/dist/css/style-shared.min.css?ver=1.5.3 HTTP/1.1" 200 23889 "https://intranet.mannsmith.harrison.com/?p=5" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0"
10.237.1.238 - - [07/Feb/2022:07:19:09 +0000] "GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2 HTTP/1.1" 200 5146 "https://intranet.mannsmith.harrison.com/?p=5" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0"
